"Cases_per_M","Deaths_per_M","Retail","Grocery","Parks","Transit","Workplaces","Residential","Stringency_M","Overall_M","Health_M","Economic_M","Tweets","Sentiment"
0,0,-52,-35,-40,-57,-51,27,90.74,70.56,73.72,50,4381637,36.91369052689451
0,0,-55,-40,-39,-60,-51,29,90.74,70.56,73.72,50,4375774,35.660245784530595
0,0,-60,-36,-45,-56,-18,21,90.74,70.56,73.72,50,4368381,35.30647155597895
0,0,-53,-32,-37,-44,-31,22,90.74,70.56,73.72,50,4071106,35.49645525858051
0,0,-60,-37,-49,-65,-69,36,90.74,70.56,73.72,50,4385107,37.154645765611505
0.06284308593612899,0,-51,-30,-34,-58,-53,27,90.74,70.56,73.72,50,4015241,37.662610149582754
0.03142154296806449,0,-54,-36,-41,-62,-53,28,90.74,58.89,67.95,0,4380089,37.1076552815191
0.06284308593612899,0,-53,-33,-41,-61,-54,28,90.74,58.89,67.95,0,4283241,38.83817899228955
0.12568617187225797,0,-52,-33,-37,-59,-52,28,90.74,58.89,67.95,0,4376721,36.38576931952974
0.06284308593612899,0,-62,-37,-48,-63,-17,22,90.74,58.89,67.95,0,4369411,34.22902462010003
0,0,-58,-40,-37,-56,-36,24,90.74,58.89,67.95,0,4267977,34.89355954993167
0,0,-58,-35,-41,-63,-53,32,90.74,58.89,67.95,0,4273265,36.102468684726375
0.03142154296806449,0,-55,-35,-34,-60,-55,28,90.74,58.89,67.95,0,4187046,35.20970031142165
0,0,-55,-36,-40,-61,-55,28,90.74,58.89,67.95,0,4363049,34.54064893222153
0,0,-55,-37,-37,-62,-55,29,90.74,56.67,65.38,0,4058783,35.82425758719854
0.09426462890419349,0.06284308593612899,-55,-36,-35,-59,-54,30,90.74,56.67,65.38,0,4169142,36.16942832395418
0,0,-61,-40,-39,-57,-11,22,90.74,56.67,65.38,0,4257355,34.29514457054871
0.03142154296806449,0,-51,-33,-28,-41,-22,20,90.74,56.67,65.38,0,4276093,35.785329746769584
0.03142154296806449,0,-48,-22,-32,-52,-47,26,90.74,56.67,65.38,0,4621539,35.0005827606254
0,0,-10,23,-9,-25,-27,11,33.33,22.22,25.64,0,4554228,35.984929593341796
0,0,-22,1,-24,-41,-22,15,33.33,22.22,25.64,0,4492680,35.27454216731489
0,0,-26,-8,-21,-36,-14,12,33.33,22.22,25.64,0,4589240,34.308180176253764
0,0,-43,-25,-31,-52,-68,26,11.11,8.89,10.26,0,4501584,33.941248969827825
0.06284308593612899,0,-33,-4,-29,-41,-10,13,11.11,8.89,10.26,0,4595815,35.591110576685764
2.0097955200541304,0.17864849067147826,-82,-34,-92,-61,-50,23,100,83.89,85.26,75,4362168,34.15444507570109
2.2777682560613477,0.044662122667869564,-83,-37,-92,-62,-49,24,100,83.89,85.26,75,4272867,45.676259095111185
3.796280426768913,0.22331061333934782,-89,-53,-95,-73,-48,25,100,83.89,85.26,75,4356877,35.61213076874958
2.188444010725609,0.15631742933754347,-85,-36,-94,-65,-45,26,100,83.89,85.26,75,4167576,35.221571493237924
2.858375850743652,0.1339863680036087,-83,-29,-92,-61,-52,28,100,83.89,85.26,75,4006677,36.93043936344002
0,0.08932424533573913,-83,-31,-92,-61,-53,26,100,83.89,85.26,75,4370988,37.18009069393174
3.572969813429565,0.15631742933754347,-81,-31,-70,-62,-53,24,100,83.89,85.26,75,4195499,36.095875669838236
1.5408432320415,0.06699318400180435,-81,-31,-70,-63,-54,24,100,83.89,85.26,75,4381637,36.91369052689451
1.4738500480396957,0.1339863680036087,-83,-40,-74,-67,-55,25,100,78.89,79.49,75,4375774,35.660245784530595
3.617631936097435,0.15631742933754347,-87,-51,-86,-74,-49,25,100,78.89,79.49,75,4368381,35.30647155597895
1.8088159680487175,0.06699318400180435,-84,-34,-80,-67,-52,27,100,78.89,79.49,75,4071106,35.49645525858051
2.2107750720595436,0.31263485867508695,-90,-58,-85,-79,-76,35,100,78.89,79.49,75,4385107,37.154645765611505
1.7864849067147826,0.11165530666967391,-83,-30,-75,-67,-63,27,100,78.89,79.49,75,4015241,37.662610149582754
1.942802336052326,0.15631742933754347,-82,-28,-69,-63,-58,24,100,78.89,79.49,75,4380089,37.1076552815191
1.652498538711174,0.15631742933754347,-82,-30,-72,-64,-59,25,100,78.89,79.49,75,4283241,38.83817899228955
2.300099317395283,0.06699318400180435,-75,-41,-77,-70,-60,26,100,78.89,79.49,75,4376721,36.38576931952974
4.15357740811187,0.1339863680036087,-83,-54,-87,-76,-52,26,100,78.89,79.49,75,4369411,34.22902462010003
2.9477000960793913,0.06699318400180435,-77,-41,-81,-71,-54,27,100,78.89,79.49,75,4267977,34.89355954993167
0,0.06699318400180435,-77,-41,-78,-71,-62,31,100,78.89,79.49,75,4273265,36.102468684726375
3.729287242767109,0.15631742933754347,-79,-47,-81,-74,-64,29,100,78.89,79.49,75,4187046,35.20970031142165
0,0,-79,-46,-79,-75,-64,27,100,78.89,79.49,75,4363049,34.54064893222153
3.2603349547544784,0.08932424533573913,-85,-59,-85,-82,-76,30,100,78.89,79.49,75,4058783,35.82425758719854
1.6748296000451088,0.022331061333934782,-81,-51,-83,-77,-68,28,100,78.89,79.49,75,4169142,36.16942832395418
1.228208373366413,0.044662122667869564,-86,-61,-89,-80,-57,27,100,78.89,79.49,75,4257355,34.29514457054871
2.255437194727413,0.11165530666967391,-82,-48,-84,-75,-59,29,100,78.89,79.49,75,4276093,35.785329746769584
1.942802336052326,0.08932424533573913,-81,-49,-82,-75,-67,32,100,78.89,79.49,75,4621539,35.0005827606254
2.5680720534025,0.044662122667869564,-83,-52,-84,-77,-68,30,100,78.89,79.49,75,4554228,35.984929593341796
1.9204712747183914,0.044662122667869564,-82,-50,-82,-77,-68,28,100,78.89,79.49,75,4492680,35.27454216731489
0.7815871466877174,0,-88,-64,-88,-85,-79,31,100,72.22,79.49,25,4589240,34.308180176253764
0.9155735146913261,0,-88,-64,-88,-85,-79,32,100,72.22,79.49,25,4501584,33.941248969827825
1.4961811093736306,0.022331061333934782,-87,-61,-90,-81,-58,27,88.89,62.22,71.79,0,4595815,35.591110576685764
0.6699318400180435,0,-83,-49,-85,-75,-57,28,88.89,62.22,71.79,0,4737815,36.34246548935451
0.6922629013519783,0.022331061333934782,-78,-40,-80,-72,-61,29,88.89,62.22,71.79,0,4509157,34.83977839564053
0.4019591040108261,0,-42,5,-55,-35,-24,13,75,53.89,62.18,0,4513770,34.51945228906942
0.31263485867508695,0,-43,-11,-49,-35,-19,12,41.67,33.89,39.1,0,4625664,34.54329870999057
0.20097955200541304,0,-41,-11,-54,-32,-12,11,41.67,33.89,39.1,0,4581466,34.465474446751976
0.24564167467328263,0,-27,8,-39,-17,1,6,41.67,33.89,39.1,0,4595739,32.734901036054644
0.24564167467328263,0,-29,17,-44,-17,-10,9,25,23.89,27.56,0,4596412,31.74381994591611
0.06699318400180435,0.022331061333934782,-19,5,-40,-19,-4,7,25,23.89,27.56,0,4544016,32.24137970853218
0.2679727360072174,0,-5,10,-17,7,18,-1,25,23.89,27.56,0,4347494,31.40317779766102
0.15631742933754347,0,-16,-7,-24,-6,15,0,25,23.89,27.56,0,2645871,21.760664445668386
0.06699318400180435,0,1,5,-9,13,15,-1,11.11,15.56,17.95,0,2456896,20.422862108391183
0.022331061333934782,0.022331061333934782,3,4,-12,3,-2,2,11.11,15.56,17.95,0,2510462,19.946406838374156
0.1339863680036087,0,5,7,-10,8,3,1,11.11,15.56,17.95,0,1501584,20.17450321934872
0.022331061333934782,0,6,8,-7,12,18,-2,11.11,15.56,17.95,0,2527490,20.57365537669582
0.022331061333934782,0,-1,3,-1,8,18,-2,11.11,15.56,17.95,0,2016227,20.819043524092802
0,0,-68,-36,-47,-67,-61,30,85.19,68.33,65.38,87.5,4362168,34.15444507570109
9.406452826639075,0,-66,-31,-45,-69,-60,30,85.19,68.33,65.38,87.5,4272867,45.676259095111185
18.81290565327815,0,-66,-27,-44,-69,-61,32,85.19,68.33,65.38,87.5,4006677,36.93043936344002
9.406452826639075,9.406452826639075,-66,-31,-48,-68,-63,32,85.19,68.33,65.38,87.5,4370988,37.18009069393174
0,0,-65,-29,-52,-67,-64,32,85.19,68.33,65.38,87.5,4195499,36.095875669838236
0,0,-61,-20,-45,-66,-64,29,85.19,68.33,65.38,87.5,4381637,36.91369052689451
28.219358479917222,0,-62,-11,-48,-66,-66,30,85.19,68.33,65.38,87.5,4015241,37.662610149582754
28.219358479917222,0,-63,-21,-53,-68,-66,31,85.19,68.33,65.38,87.5,4380089,37.1076552815191
65.84516978647352,0,-65,-29,-48,-70,-67,31,85.19,68.33,65.38,87.5,4283241,38.83817899228955
0,0,-66,-31,-47,-72,-66,32,85.19,68.33,65.38,87.5,4376721,36.38576931952974
47.03226413319537,0,-69,-31,-55,-72,-66,34,85.19,68.33,65.38,87.5,4273265,36.102468684726375
0,0,-70,-36,-59,-72,-69,35,85.19,68.33,65.38,87.5,4187046,35.20970031142165
47.03226413319537,0,-70,-36,-62,-71,-69,34,85.19,68.33,65.38,87.5,4363049,34.54064893222153
206.94196218605964,0,-74,-43,-63,-77,-71,35,85.19,63.33,65.38,50,4169142,36.16942832395418
0,0,-49,-3,-50,-60,-51,20,44.44,32.22,37.18,0,4276093,35.785329746769584
84.65807543975167,0,-50,-3,-50,-55,-52,25,44.44,32.22,37.18,0,4621539,35.0005827606254
18.81290565327815,0,-57,-15,-54,-61,-55,27,44.44,32.22,37.18,0,4554228,35.984929593341796
47.03226413319537,0,-57,-20,-56,-60,-53,27,44.44,32.22,37.18,0,4492680,35.27454216731489
75.2516226131126,0,-55,-21,-49,-57,-51,26,44.44,32.22,37.18,0,4589240,34.308180176253764
18.81290565327815,0,-53,-7,-41,-45,-41,22,33.33,25.56,29.49,0,4509157,34.83977839564053
18.81290565327815,0,-10,40,-4,-5,3,1,0,2.22,2.56,0,4347494,31.40317779766102
0.5158075165058406,0.03967750126968004,-39,-13,-31,-58,-37,18,69.44,60.56,58.33,75,4362168,34.15444507570109
1.0316150330116811,0.03967750126968004,-39,-14,-35,-60,-35,17,69.44,60.56,58.33,75,4272867,45.676259095111185
2.102907567293042,0.07935500253936008,-45,-17,-35,-58,-34,14,69.44,60.56,58.33,75,4356877,35.61213076874958
1.4283900457084815,0.15871000507872016,-43,-11,-42,-55,-30,16,69.44,60.56,58.33,75,4167576,35.221571493237924
1.5474225495175216,0,-37,-4,-33,-59,-39,20,73.15,62.78,60.9,75,4006677,36.93043936344002
1.6664550533265616,0.07935500253936008,-39,-8,-27,-60,-41,20,73.15,62.78,60.9,75,4370988,37.18009069393174
1.983875063484002,0,-37,-10,-31,-60,-41,20,73.15,62.78,60.9,75,4195499,36.095875669838236
1.7458100558659218,0,-37,-7,-35,-61,-42,19,73.15,62.78,60.9,75,4381637,36.91369052689451
1.3093575418994414,0.15871000507872016,-45,-23,-18,-73,-78,27,73.15,62.78,60.9,75,4375774,35.660245784530595
2.023552564753682,0.11903250380904012,-58,-38,-42,-64,-43,15,73.15,62.78,60.9,75,4368381,35.30647155597895
3.4122651091924836,0.07935500253936008,-40,-2,-51,-63,-41,18,73.15,62.78,60.9,75,4071106,35.49645525858051
3.967750126968004,0.07935500253936008,-76,-55,-43,-77,-82,33,73.15,62.78,60.9,75,4385107,37.154645765611505
3.809040121889284,0.19838750634840022,-28,15,-31,-59,-40,18,73.15,62.78,60.9,75,4015241,37.662610149582754
4.443880142204165,0.11903250380904012,-35,-6,-38,-61,-39,19,73.15,62.78,60.9,75,4380089,37.1076552815191
3.967750126968004,0.23806500761808025,-38,-10,-39,-61,-39,19,73.15,62.78,60.9,75,4283241,38.83817899228955
2.261617572371762,0.07935500253936008,-37,-12,-35,-61,-37,17,73.15,62.78,60.9,75,4376721,36.38576931952974
5.515172676485526,0.15871000507872016,-44,-18,-43,-62,-36,14,73.15,62.78,60.9,75,4369411,34.22902462010003
12.855510411376333,0.2777425088877603,-44,-14,-52,-61,-33,17,73.15,62.78,60.9,75,4267977,34.89355954993167
9.84002031488065,0.07935500253936008,-40,-7,-41,-61,-36,20,73.15,62.78,60.9,75,4273265,36.102468684726375
10.673247841543931,0.03967750126968004,-42,-13,-42,-63,-38,20,73.15,62.78,60.9,75,4187046,35.20970031142165
5.951625190452006,0.03967750126968004,-40,-13,-36,-60,-37,19,71.3,61.67,59.62,75,4363049,34.54064893222153
18.41036058913154,0.11903250380904012,-41,-13,-35,-59,-36,18,71.3,61.67,59.62,75,4058783,35.82425758719854
11.268410360589131,0.07935500253936008,-39,-13,-35,-59,-32,16,71.3,61.67,59.62,75,4169142,36.16942832395418
17.101003047232098,0.03967750126968004,-45,-19,-35,-58,-33,13,71.3,61.67,59.62,75,4257355,34.29514457054871
8.411630269172168,0,-41,-9,-34,-53,-27,15,68.52,60,57.69,75,4276093,35.785329746769584
14.561642965972576,0.07935500253936008,-35,2,-30,-53,-26,17,68.52,60,57.69,75,4621539,35.0005827606254
14.918740477399695,0.11903250380904012,-34,2,-23,-53,-27,16,68.52,60,57.69,75,4554228,35.984929593341796
23.806500761808024,0.03967750126968004,-31,2,-33,-50,-23,14,68.52,60,57.69,75,4492680,35.27454216731489
4.523235144743524,0,-30,4,-30,-45,-19,12,68.52,53.33,57.69,25,4589240,34.308180176253764
24.242953275774504,0,-17,17,-27,-36,-6,8,52.78,43.89,46.79,25,4501584,33.941248969827825
8.88776028440833,0,-18,10,-11,-34,-12,6,47.22,40.56,42.95,25,4595815,35.591110576685764
6.546787709497207,0.03967750126968004,-17,11,-9,-28,-4,7,47.22,38.89,42.95,12.5,4737815,36.34246548935451
5.713560182833926,0,-12,20,-12,-22,0,6,47.22,38.89,42.95,12.5,4509157,34.83977839564053
4.404202640934485,0.03967750126968004,-10,25,-9,-22,0,5,44.44,37.22,41.03,12.5,4513770,34.51945228906942
3.1345226003047233,0,-7,32,-15,-18,2,5,36.11,32.22,35.26,12.5,4625664,34.54329870999057
3.055167597765363,0,-5,35,-21,-14,5,3,30.56,28.89,31.41,12.5,4581466,34.465474446751976
1.944197562214322,0.07935500253936008,-1,33,-18,-7,12,1,30.56,28.89,31.41,12.5,4595739,32.734901036054644
2.0632300660233622,0,-2,24,-8,-13,-1,2,19.44,22.22,23.72,12.5,4596412,31.74381994591611
1.6267775520568817,0,-1,20,-15,-10,3,2,19.44,22.22,23.72,12.5,4544016,32.24137970853218
1.1903250380904011,0,1,17,-8,5,14,-1,19.44,22.22,23.72,12.5,4347494,31.40317779766102
0.5554850177755206,0,-1,11,2,6,13,-1,19.44,22.22,23.72,12.5,2838310,27.401980012994468
0.4761300152361605,0,-1,8,-2,6,14,-1,19.44,20.56,23.72,0,2645871,21.760664445668386
0.7935500253936009,0,-2,9,-11,6,13,-1,19.44,20.56,23.72,0,2610892,20.641500333685492
0.23806500761808025,0,-3,3,5,-9,-14,4,19.44,20.56,23.72,0,2456896,20.422862108391183
0.43645251396648044,0.03967750126968004,3,8,14,0,-2,0,19.44,20.56,23.72,0,2510462,19.946406838374156
0.15871000507872016,0,3,12,10,3,2,0,19.44,20.56,23.72,0,1501584,20.17450321934872
0.2777425088877603,0,3,14,-6,9,16,-2,19.44,20.56,23.72,0,2527490,20.57365537669582
0.43645251396648044,0.03967750126968004,-2,9,-19,6,13,0,19.44,20.56,23.72,0,2316456,21.825435858725978
0.3174200101574403,0,0,12,-15,7,14,-1,19.44,20.56,23.72,0,2016227,20.819043524092802
0.15871000507872016,0,-2,7,-14,9,15,-1,19.44,20.56,23.72,0,1309774,21.894435005577986
0.11903250380904012,0,0,5,-1,6,10,0,19.44,20.56,23.72,0,1754659,20.385194637196836
0.03967750126968004,0.03967750126968004,4,7,20,6,-1,0,19.44,20.56,23.72,0,1349976,22.615146653154437
0.07935500253936008,0,6,6,18,11,4,-1,19.44,20.56,23.72,0,2555832,21.781184193147524
0,0,4,6,0,14,17,-3,19.44,20.56,23.72,0,2630531,21.899421218594288
0.03967750126968004,0,0,1,-2,10,14,-1,19.44,20.56,23.72,0,2448979,21.813699850865728
0,0,-1,0,-5,10,14,-1,19.44,20.56,23.72,0,2279065,21.11919010161616
0,0,-3,-1,-8,10,15,-1,19.44,20.56,23.72,0,1941314,21.930170897820272
0,0,-1,1,-10,8,17,-1,19.44,20.56,23.72,0,1357417,22.145991026431258
0.03967750126968004,0,3,4,9,4,-2,0,19.44,20.56,23.72,0,925853,19.248908403280762
0.15871000507872016,0,5,4,10,8,3,-1,19.44,20.56,23.72,0,693191,21.312233598241956
0.07935500253936008,0,3,4,-1,12,16,-3,19.44,20.56,23.72,0,667771,21.777529740904537
0,0,0,1,5,9,13,-2,19.44,20.56,23.72,0,467832,22.17599012895094
0,0,-1,-1,-6,8,13,-1,19.44,20.56,23.72,0,565949,23.83847130744686
0,0,-3,-2,-13,7,14,-1,19.44,20.56,23.72,0,574422,22.73058632540132
0,0,-1,0,-6,7,17,-2,19.44,20.56,23.72,0,495631,22.329089218154692
0,0,3,5,9,3,-1,0,19.44,20.56,23.72,0,488779,27.599607603349163
0,0,4,3,-2,3,3,0,19.44,20.56,23.72,0,505854,18.39647821691836
8.240416987676062,1.1288242448871317,-60,-21,2,-54,-48,18,77.78,72.78,70.51,87.5,4362168,34.15444507570109
5.418356375458232,1.0159418203984185,-58,-24,-14,-56,-48,18,77.78,72.78,70.51,87.5,4272867,45.676259095111185
6.660063044834077,1.354589093864558,-84,-53,-37,-66,-43,12,77.78,72.78,70.51,87.5,4356877,35.61213076874958
17.49677579575054,2.3705309142629765,-70,-21,-8,-54,-36,13,77.78,72.78,70.51,87.5,4167576,35.221571493237924
8.804829110119627,1.9190012163081238,-65,-16,-10,-58,-52,20,77.78,72.78,70.51,87.5,4006677,36.93043936344002
15.35200973046499,1.0159418203984185,-63,-18,-9,-57,-52,20,77.78,72.78,70.51,87.5,4370988,37.18009069393174
21.560543077344214,1.8061187918194106,-62,-20,-12,-58,-52,20,77.78,72.78,70.51,87.5,4195499,36.095875669838236
11.965536995803596,2.031883640796837,-62,-16,-41,-62,-53,21,77.78,72.78,70.51,87.5,4381637,36.91369052689451
14.674715183532712,1.4674715183532712,-90,-94,-15,-78,-88,31,81.48,75,73.08,87.5,4375774,35.660245784530595
27.881958848712152,2.031883640796837,-83,-54,-6,-63,-45,11,81.48,75,73.08,87.5,4368381,35.30647155597895
35.21931644047851,2.709178187729116,-81,-27,-20,-62,-45,15,81.48,75,73.08,87.5,4071106,35.49645525858051
31.494196432350975,2.48341333875169,-76,-16,-22,-66,-63,24,81.48,75,73.08,87.5,4385107,37.154645765611505
37.13831765678663,3.386472734661395,-74,-15,-20,-63,-59,22,81.48,75,73.08,87.5,4015241,37.662610149582754
38.718671599628614,2.596295763240403,-74,-21,-10,-63,-58,22,81.48,75,73.08,87.5,4380089,37.1076552815191
35.445081289455935,1.8061187918194106,-74,-24,-6,-63,-58,22,81.48,75,73.08,87.5,4283241,38.83817899228955
24.495486114050756,2.031883640796837,-73,-26,-22,-64,-58,22,81.48,75,73.08,87.5,4376721,36.38576931952974
27.204664301779875,2.031883640796837,-82,-55,-11,-64,-46,12,81.48,73.33,71.15,87.5,4369411,34.22902462010003
44.701440097530416,1.1288242448871317,-82,-30,-36,-67,-48,17,81.48,73.33,71.15,87.5,4267977,34.89355954993167
47.184853436282104,1.354589093864558,-79,-25,-46,-69,-59,26,81.48,73.33,71.15,87.5,4273265,36.102468684726375
59.714802554529264,2.031883640796837,-77,-29,-36,-68,-59,25,81.48,73.33,71.15,87.5,4187046,35.20970031142165
63.665687411634224,2.2576484897742635,-77,-30,-34,-67,-59,24,81.48,73.33,71.15,87.5,4363049,34.54064893222153
90.8703517134141,2.48341333875169,-77,-24,-47,-69,-59,25,81.48,71.67,69.23,87.5,4058783,35.82425758719854
58.92462558310827,2.031883640796837,-78,-31,-57,-71,-59,25,81.48,71.67,69.23,87.5,4169142,36.16942832395418
67.05216014629562,0,-87,-64,-43,-71,-51,14,81.48,68.33,65.38,87.5,4257355,34.29514457054871
75.4054595584604,1.8061187918194106,-83,-31,-21,-66,-49,17,81.48,68.33,65.38,87.5,4276093,35.785329746769584
128.79884634162173,2.031883640796837,-80,-26,-39,-70,-60,27,81.48,68.33,65.38,87.5,4621539,35.0005827606254
68.40674924016018,0.45152969795485265,-81,-31,-59,-72,-62,27,81.48,68.33,65.38,87.5,4554228,35.984929593341796
89.85440989301568,0.5644121224435659,-81,-34,-58,-73,-62,27,81.48,68.33,65.38,87.5,4492680,35.27454216731489
96.51447293784976,1.0159418203984185,-80,-32,-44,-71,-61,26,81.48,68.33,65.38,87.5,4589240,34.308180176253764
68.5196316646489,0.9030593959097053,-79,-31,-57,-71,-60,25,81.48,68.33,65.38,87.5,4501584,33.941248969827825
42.33090918326744,0.22576484897742632,-90,-69,-60,-76,-54,15,81.48,66.11,62.82,87.5,4595815,35.591110576685764
51.135738293387064,0,-88,-39,-73,-75,-54,20,81.48,66.11,62.82,87.5,4737815,36.34246548935451
62.08533346879224,0.22576484897742632,-81,-28,-32,-68,-59,26,81.48,66.11,62.82,87.5,4509157,34.83977839564053
35.445081289455935,0.11288242448871316,-80,-29,-32,-67,-60,25,81.48,66.11,62.82,87.5,4513770,34.51945228906942
35.67084613843336,0,-79,-30,-24,-65,-58,24,81.48,61.11,62.82,50,4625664,34.54329870999057
